FC,Pvalue,Significance,GeneName,GeneName2,Color
-0.71479822,0.097435218,1.011284039,,,#D3D3D3
0.89772124,0.097493523,1.011024237,,,#D3D3D3
0.263196143,0.097567395,1.010695291,,,#D3D3D3
0.34688616,0.097568305,1.010691241,,,#D3D3D3
1.20292704,0.097624113,1.010442897,,,#D3D3D3
0.583855715,0.097738651,1.009933659,,,#D3D3D3
0.528749505,0.097875855,1.009324429,,,#D3D3D3
0.514091416,0.097922736,1.00911646,,,#D3D3D3
0.810175712,0.098027688,1.00865124,,,#D3D3D3
0.813742341,0.098041418,1.008590417,,,#D3D3D3
-0.438237148,0.09816412,1.00804722,,,#D3D3D3
0.45019061,0.098257847,1.007632755,,,#D3D3D3
-0.422967257,0.098588957,1.006171729,,,#D3D3D3
0.396257466,0.098625583,1.006010415,,,#D3D3D3
-0.287204626,0.098673994,1.005797292,,,#D3D3D3
0.759463816,0.098709365,1.005641641,,,#D3D3D3
1.213653842,0.098756669,1.005433568,,,#D3D3D3
0.640420958,0.098876846,1.004905397,,,#D3D3D3
0.584390343,0.098954748,1.004563364,,,#D3D3D3
0.675415459,0.098991655,1.004401415,,,#D3D3D3
0.384088995,0.099031241,1.004227777,,,#D3D3D3
-1.01403702,0.099138777,1.003756442,,,#D3D3D3
-1.308839089,0.099179794,1.003576798,,,#D3D3D3
1.071098806,0.099207759,1.003454362,,,#D3D3D3
0.538196936,0.099261906,1.003217392,,,#D3D3D3
1.131572353,0.099359458,1.002790786,,,#D3D3D3
0.561603022,0.099468978,1.002312342,,,#D3D3D3
0.521858334,0.099549416,1.001961282,,,#D3D3D3
0.313367485,0.09992769,1.000314153,,,#D3D3D3
-0.515345663,0.099969061,1.000134388,,,#D3D3D3
0.454951846,0.100214562,0.999069166,,,#D3D3D3
1.267932368,0.100276697,0.998799982,,,#D3D3D3
-0.905320663,0.100384689,0.998332523,,,#D3D3D3
-1.758620171,0.100440139,0.998092696,,,#D3D3D3
-0.261830498,0.100753734,0.99673885,,,#D3D3D3
0.410406109,0.100906648,0.99608022,,,#D3D3D3
1.275609357,0.100982067,0.995755743,,,#D3D3D3
0.797147309,0.101013573,0.995620265,,,#D3D3D3
-0.567385397,0.101047712,0.995473515,,,#D3D3D3
-0.300212878,0.101145232,0.995054586,,,#D3D3D3
-0.681556206,0.101245216,0.994625487,,,#D3D3D3
0.791833461,0.101329737,0.994263083,,,#D3D3D3
0.694439877,0.101332536,0.994251088,,,#D3D3D3
0.84758375,0.101375586,0.994066624,,,#D3D3D3
0.480990742,0.101519518,0.993450452,,,#D3D3D3
0.882480914,0.101646446,0.992907801,,,#D3D3D3
0.627743418,0.101779209,0.992340927,,,#D3D3D3
0.615426811,0.101810167,0.992208848,,,#D3D3D3
0.285439319,0.101954869,0.99159203,,,#D3D3D3
-0.363059771,0.102546856,0.989077649,,,#D3D3D3
-0.169760315,0.102585046,0.988915942,,,#D3D3D3
-0.385708422,0.102743371,0.988246189,,,#D3D3D3
0.496712208,0.102753353,0.988203996,,,#D3D3D3
0.650265459,0.102776516,0.988106108,,,#D3D3D3
0.920244229,0.102803807,0.987990804,,,#D3D3D3
0.450235419,0.102826744,0.987893914,,,#D3D3D3
-0.421854362,0.102832713,0.987868707,,,#D3D3D3
-1.102999264,0.102914847,0.987521966,,,#D3D3D3
-0.679036793,0.103150947,0.986526782,,,#D3D3D3
0.757451152,0.103170828,0.986443085,,,#D3D3D3
0.431870436,0.10321826,0.986243466,,,#D3D3D3
0.373362193,0.103238786,0.986157111,,,#D3D3D3
0.945408923,0.103314084,0.985840469,,,#D3D3D3
0.486637426,0.103321784,0.985808103,,,#D3D3D3
0.961262723,0.103337201,0.985743307,,,#D3D3D3
0.926297865,0.103392641,0.98551037,,,#D3D3D3
0.589272602,0.103426169,0.985369563,,,#D3D3D3
0.802719774,0.103458336,0.98523451,,,#D3D3D3
-1.32886986,0.103461952,0.985219334,,,#D3D3D3
0.410337249,0.103567664,0.984775821,,,#D3D3D3
-0.85927794,0.103567725,0.984775565,,,#D3D3D3
-0.535490948,0.103568691,0.984771512,,,#D3D3D3
-0.671180636,0.103604681,0.984620622,,,#D3D3D3
-0.159585585,0.103649618,0.984432295,,,#D3D3D3
0.615950618,0.103666043,0.984363478,,,#D3D3D3
0.739279766,0.104051281,0.982752567,,,#D3D3D3
0.420019088,0.104171253,0.982252114,,,#D3D3D3
0.707095827,0.10433973,0.981550292,,,#D3D3D3
1.02777321,0.104391005,0.981336923,,,#D3D3D3
-0.210675291,0.104470276,0.981007257,,,#D3D3D3
-0.186975955,0.104597327,0.980479414,,,#D3D3D3
0.467557927,0.104613433,0.980412546,,,#D3D3D3
0.678663962,0.104634665,0.980324411,,,#D3D3D3
1.338735145,0.104809138,0.97960085,,,#D3D3D3
-0.19571303,0.104863784,0.979374475,,,#D3D3D3
0.19435411,0.10490777,0.979192344,,,#D3D3D3
-1.248092028,0.105073672,0.978506092,,,#D3D3D3
-0.559071478,0.105155066,0.978169799,,,#D3D3D3
1.474389878,0.105203665,0.977969131,,,#D3D3D3
0.181177353,0.105371322,0.977277571,,,#D3D3D3
-0.497196402,0.105429465,0.977037999,,,#D3D3D3
1.296891518,0.10546181,0.976904778,,,#D3D3D3
0.494850444,0.10554373,0.976567561,,,#D3D3D3
0.10964802,0.105602779,0.976324651,,,#D3D3D3
-0.839991564,0.10569572,0.975942597,,,#D3D3D3
0.980266011,0.105722587,0.975832216,,,#D3D3D3
0.239609495,0.105741048,0.975756388,,,#D3D3D3
0.709599087,0.105775198,0.975616152,,,#D3D3D3
1.212403562,0.10582328,0.97541878,,,#D3D3D3
0.958675926,0.105912431,0.975053063,,,#D3D3D3
1.110415715,0.10603145,0.974565298,,,#D3D3D3
-0.944949343,0.106127629,0.974171539,,,#D3D3D3
-0.555720256,0.106151022,0.974075821,,,#D3D3D3
-0.569911805,0.106383299,0.973126545,,,#D3D3D3
0.554809935,0.106395598,0.973076339,,,#D3D3D3
0.328819364,0.106540112,0.972486853,,,#D3D3D3
0.535021379,0.106611732,0.972195001,,,#D3D3D3
1.099517032,0.106619902,0.972161721,,,#D3D3D3
0.309580865,0.10667231,0.971948299,,,#D3D3D3
0.564019838,0.106693982,0.971860075,,,#D3D3D3
-0.91942516,0.106763401,0.9715776,,,#D3D3D3
0.493740928,0.106797421,0.971439236,,,#D3D3D3
-0.521818148,0.106823225,0.971334313,,,#D3D3D3
-0.680896085,0.106919876,0.970941554,,,#D3D3D3
-0.348043409,0.107026639,0.970508112,,,#D3D3D3
0.832649072,0.107030519,0.970492369,,,#D3D3D3
-0.625699311,0.107074369,0.970314475,,,#D3D3D3
-0.787435396,0.107074512,0.970313894,,,#D3D3D3
-0.37858744,0.107173068,0.969914337,,,#D3D3D3
-0.865313965,0.107196741,0.969818417,,,#D3D3D3
1.179922464,0.107253791,0.969587346,,,#D3D3D3
0.669371096,0.107266395,0.969536315,,,#D3D3D3
-0.506295747,0.107277708,0.969490513,,,#D3D3D3
0.561938587,0.107295791,0.969417315,,,#D3D3D3
-0.19573676,0.10743335,0.968860882,,,#D3D3D3
1.898628864,0.107719085,0.967707346,,,#D3D3D3
0.505657603,0.107719697,0.967704875,,,#D3D3D3
0.22354726,0.107854387,0.967162186,,,#D3D3D3
0.323360052,0.107903875,0.966962957,,,#D3D3D3
1.725732437,0.108090186,0.966213736,,,#D3D3D3
-0.217158853,0.108187527,0.965822808,,,#D3D3D3
-0.297310325,0.108213007,0.965720534,,,#D3D3D3
0.397154924,0.108280199,0.965450954,,,#D3D3D3
-0.576084054,0.108398623,0.964976236,,,#D3D3D3
-0.348188107,0.108404046,0.964954508,,,#D3D3D3
-0.463902947,0.108453728,0.964755515,,,#D3D3D3
-0.40476033,0.108519717,0.964491346,,,#D3D3D3
-0.279327667,0.108640736,0.964007299,,,#D3D3D3
0.252072358,0.108716661,0.963703893,,,#D3D3D3
-0.930383162,0.108810226,0.963330286,,,#D3D3D3
-0.425627811,0.108950951,0.962768976,,,#D3D3D3
-0.802075871,0.10896165,0.962726328,,,#D3D3D3
0.871651629,0.109052664,0.962363719,,,#D3D3D3
0.894972482,0.109110255,0.96213443,,,#D3D3D3
0.988329472,0.109182951,0.961845173,,,#D3D3D3
0.402216535,0.109195941,0.961793506,,,#D3D3D3
0.736283504,0.109206596,0.96175113,,,#D3D3D3
0.384870026,0.109338748,0.961225905,,,#D3D3D3
0.185206869,0.109361147,0.961136944,,,#D3D3D3
-0.485492374,0.10937518,0.96108122,,,#D3D3D3
0.309675483,0.109385115,0.961041774,,,#D3D3D3
-0.415609657,0.109455237,0.960763452,,,#D3D3D3
0.810414312,0.109546505,0.960401475,,,#D3D3D3
-1.199223252,0.109548746,0.960392588,,,#D3D3D3
1.056927491,0.109617233,0.960121166,,,#D3D3D3
-0.872142106,0.109709164,0.959757094,,,#D3D3D3
0.894260567,0.109751296,0.959590343,,,#D3D3D3
1.377227551,0.109809221,0.959361188,,,#D3D3D3
0.806189702,0.10982665,0.959292265,,,#D3D3D3
-0.676062895,0.109826927,0.959291167,,,#D3D3D3
-0.450095333,0.109840804,0.959236296,,,#D3D3D3
-0.37858434,0.109929266,0.95888667,,,#D3D3D3
-0.368488132,0.109943139,0.958831866,,,#D3D3D3
-0.352776524,0.109979566,0.958687999,,,#D3D3D3
0.331040607,0.110026255,0.958503669,,,#D3D3D3
-0.243114818,0.110051993,0.958402089,,,#D3D3D3
-0.291340662,0.110057593,0.95837999,,,#D3D3D3
1.364735982,0.110116983,0.958145695,,,#D3D3D3
0.685615807,0.110284024,0.957487395,,,#D3D3D3
1.053774048,0.110459961,0.956795116,,,#D3D3D3
0.556094044,0.110466598,0.95676902,,,#D3D3D3
0.256645304,0.110514972,0.956578883,,,#D3D3D3
1.313766875,0.110627462,0.95613705,,,#D3D3D3
-0.34446435,0.110630671,0.956124452,,,#D3D3D3
-0.601932088,0.110692793,0.955880655,,,#D3D3D3
0.220249329,0.110746213,0.955671115,,,#D3D3D3
0.826499368,0.110809757,0.955421998,,,#D3D3D3
1.087642395,0.110859476,0.955227177,,,#D3D3D3
0.294988224,0.110883527,0.955132969,,,#D3D3D3
0.911135925,0.110958806,0.954838226,,,#D3D3D3
0.994594653,0.110987997,0.954723986,,,#D3D3D3
-1.150037523,0.111018592,0.954604285,,,#D3D3D3
0.534035018,0.111083412,0.954350788,,,#D3D3D3
0.63779821,0.111162637,0.954041158,,,#D3D3D3
0.406142832,0.111360104,0.953270372,,,#D3D3D3
-0.502734972,0.111384287,0.953176072,,,#D3D3D3
0.320781014,0.111611463,0.952291198,,,#D3D3D3
0.411871817,0.111701912,0.951939391,,,#D3D3D3
0.264702887,0.111792274,0.95158821,,,#D3D3D3
0.576695805,0.111832373,0.95143246,,,#D3D3D3
0.931271005,0.111895613,0.951186942,,,#D3D3D3
-0.487972789,0.111921091,0.951088063,,,#D3D3D3
0.758374578,0.112188481,0.950051732,,,#D3D3D3
0.438702864,0.112264964,0.949755759,,,#D3D3D3
0.953642403,0.112279756,0.94969854,,,#D3D3D3
-0.552587357,0.112517125,0.948781374,,,#D3D3D3
0.349992324,0.11262329,0.948371788,,,#D3D3D3
0.534976265,0.112744713,0.947903815,,,#D3D3D3
0.502564998,0.112749286,0.947886199,,,#D3D3D3
1.368562481,0.112783707,0.947753637,,,#D3D3D3
0.514250417,0.112810872,0.947649045,,,#D3D3D3
-0.384573189,0.112900038,0.947305911,,,#D3D3D3
1.084212437,0.11291235,0.947258556,,,#D3D3D3
-0.220689134,0.113335991,0.945632152,,,#D3D3D3
0.396839564,0.113603547,0.944608107,,,#D3D3D3
-0.421579723,0.113737824,0.944095085,,,#D3D3D3
-0.242339716,0.113738152,0.944093833,,,#D3D3D3
0.606761742,0.113749403,0.944050872,,,#D3D3D3
-0.37509096,0.113883236,0.943540203,,,#D3D3D3
1.062852391,0.113904241,0.943460107,,,#D3D3D3
0.12097173,0.113913212,0.943425903,,,#D3D3D3
1.176440201,0.113949617,0.943287131,,,#D3D3D3
-0.981001796,0.114089754,0.942753356,,,#D3D3D3
1.290121573,0.114255259,0.942123801,,,#D3D3D3
0.7765511,0.114363903,0.941711031,,,#D3D3D3
0.876850581,0.114374846,0.941669477,,,#D3D3D3
0.56919589,0.114386313,0.941625938,,,#D3D3D3
0.717422328,0.114463242,0.941333957,,,#D3D3D3
0.440665363,0.114473558,0.941294818,,,#D3D3D3
0.768570684,0.114628903,0.940705863,,,#D3D3D3
0.231223204,0.114776135,0.940148405,,,#D3D3D3
0.536807907,0.1148252,0.93996279,,,#D3D3D3
0.470997077,0.11486274,0.939820829,,,#D3D3D3
2.149438816,0.114874905,0.939774836,,,#D3D3D3
-0.29865982,0.114886905,0.939729469,,,#D3D3D3
0.737309969,0.1149173,0.939614588,,,#D3D3D3
-0.273632277,0.114990969,0.939336266,,,#D3D3D3
-0.821887857,0.115034449,0.939172082,,,#D3D3D3
0.198361058,0.115041976,0.939143669,,,#D3D3D3
0.396113615,0.11513734,0.938783807,,,#D3D3D3
-0.241985562,0.115251053,0.938355098,,,#D3D3D3
-0.607484205,0.115450801,0.937603049,,,#D3D3D3
0.40608307,0.115481091,0.93748912,,,#D3D3D3
0.465283009,0.115535892,0.937283077,,,#D3D3D3
0.918232295,0.115555332,0.937210011,,,#D3D3D3
0.502448638,0.115810442,0.936252281,,,#D3D3D3
-0.28475862,0.11583987,0.936141938,,,#D3D3D3
-0.402973985,0.116021641,0.935460997,,,#D3D3D3
0.641964066,0.116039059,0.935395803,,,#D3D3D3
0.435468608,0.116260538,0.934567671,,,#D3D3D3
0.606180761,0.11640773,0.934018178,,,#D3D3D3
0.419454322,0.116480301,0.933747517,,,#D3D3D3
0.726334326,0.116500255,0.933673124,,,#D3D3D3
0.122371682,0.116535579,0.933541462,,,#D3D3D3
0.685847063,0.116540798,0.933522014,,,#D3D3D3
1.375462784,0.116744924,0.932761994,,,#D3D3D3
0.842701491,0.116763323,0.932693555,,,#D3D3D3
-1.487000295,0.116799783,0.932557965,,,#D3D3D3
0.409161236,0.116810907,0.932516603,,,#D3D3D3
-0.727621971,0.116885104,0.932240833,,,#D3D3D3
0.871037847,0.116920681,0.932108664,,,#D3D3D3
-0.652024602,0.117085706,0.93149612,,,#D3D3D3
-0.637152871,0.117100599,0.931440882,,,#D3D3D3
1.021431938,0.117110324,0.931404817,,,#D3D3D3
-0.527520955,0.117300668,0.930699516,,,#D3D3D3
-0.399025312,0.117354752,0.93049932,,,#D3D3D3
-0.195355944,0.117445262,0.9301645,,,#D3D3D3
-0.389175122,0.11765357,0.929394892,,,#D3D3D3
0.331144238,0.117695896,0.929238679,,,#D3D3D3
0.551211785,0.117802937,0.928843882,,,#D3D3D3
-1.087226271,0.117865459,0.928613448,,,#D3D3D3
0.730031435,0.117866851,0.92860832,,,#D3D3D3
0.954734114,0.118003422,0.928105398,,,#D3D3D3
0.778358991,0.118025363,0.928024655,,,#D3D3D3
0.839568592,0.118061222,0.927892724,,,#D3D3D3
-0.670547771,0.118084688,0.927806414,,,#D3D3D3
-1.069306651,0.118127662,0.927648393,,,#D3D3D3
-0.505285576,0.118139245,0.92760581,,,#D3D3D3
0.739279766,0.118170056,0.927492559,,,#D3D3D3
0.180274046,0.118179814,0.927456697,,,#D3D3D3
0.576141456,0.118329593,0.926906628,,,#D3D3D3
-0.644867426,0.118383038,0.926710519,,,#D3D3D3
0.707564623,0.118580416,0.92598703,,,#D3D3D3
0.374327143,0.11870443,0.925533075,,,#D3D3D3
-0.638695678,0.118848302,0.925007019,,,#D3D3D3
0.835736712,0.118866544,0.924940362,,,#D3D3D3
-0.661657585,0.119106476,0.924064624,,,#D3D3D3
-0.582020532,0.119176605,0.923808992,,,#D3D3D3
-0.627504589,0.119222347,0.923642333,,,#D3D3D3
-0.226988856,0.119460437,0.922775899,,,#D3D3D3
-0.300542008,0.119510936,0.922592353,,,#D3D3D3
1.41949376,0.119521798,0.922552881,,,#D3D3D3
2.104046107,0.11952207,0.922551894,,,#D3D3D3
0.248960354,0.119542698,0.922476948,,,#D3D3D3
-0.455295863,0.119578497,0.922346911,,,#D3D3D3
-0.602165817,0.119588818,0.922309428,,,#D3D3D3
-0.539399246,0.119668097,0.922021617,,,#D3D3D3
-0.747175316,0.119697304,0.921915633,,,#D3D3D3
0.333269794,0.119801116,0.921539137,,,#D3D3D3
0.565037331,0.119869864,0.921289988,,,#D3D3D3
0.315272036,0.11992614,0.921086144,,,#D3D3D3
0.454430295,0.119976292,0.920904564,,,#D3D3D3
0.453617869,0.120045511,0.920654076,,,#D3D3D3
0.585222347,0.120047536,0.92064675,,,#D3D3D3
0.483286204,0.12018611,0.920145721,,,#D3D3D3
0.361106544,0.120251516,0.919909439,,,#D3D3D3
0.478673156,0.120375802,0.919460808,,,#D3D3D3
0.898612618,0.1204212,0.919297049,,,#D3D3D3
-0.454102063,0.120534668,0.918888024,,,#D3D3D3
0.812556401,0.12070206,0.918285317,,,#D3D3D3
0.996736742,0.120722557,0.918211573,,,#D3D3D3
1.532630935,0.120723145,0.918209458,,,#D3D3D3
0.422343861,0.120950672,0.917391713,,,#D3D3D3
-0.610476192,0.121014109,0.917163993,,,#D3D3D3
-0.192045532,0.121099717,0.916856872,,,#D3D3D3
-0.319390591,0.121111812,0.9168135,,,#D3D3D3
0.577470823,0.121145463,0.916692845,,,#D3D3D3
0.499474865,0.121177334,0.916578606,,,#D3D3D3
0.201955879,0.121210706,0.916459021,,,#D3D3D3
0.284294737,0.12125027,0.916317285,,,#D3D3D3
1.02777321,0.121344727,0.915979093,,,#D3D3D3
-0.435081886,0.12137493,0.915871007,,,#D3D3D3
-0.689215384,0.12169204,0.91473783,,,#D3D3D3
0.98725255,0.12173027,0.914601416,,,#D3D3D3
0.777082382,0.12175015,0.914530493,,,#D3D3D3
0.906835401,0.12175157,0.914525431,,,#D3D3D3
0.831417577,0.121819441,0.914283398,,,#D3D3D3
0.603251519,0.121956453,0.913795214,,,#D3D3D3
0.573583184,0.121974576,0.913730683,,,#D3D3D3
0.807954468,0.122083449,0.913343209,,,#D3D3D3
0.152255116,0.122165946,0.913049837,,,#D3D3D3
-0.395065257,0.122275245,0.91266146,,,#D3D3D3
0.628082761,0.122389489,0.912255879,,,#D3D3D3
0.377253329,0.122585227,0.911561864,,,#D3D3D3
0.364929291,0.122640997,0.911364328,,,#D3D3D3
1.004127908,0.122949632,0.910272768,,,#D3D3D3
0.503871076,0.122993765,0.910116903,,,#D3D3D3
-0.500547623,0.12299421,0.910115333,,,#D3D3D3
-0.613967596,0.123099512,0.909743668,,,#D3D3D3
-0.14518456,0.123351178,0.908856697,,,#D3D3D3
0.980056515,0.123355342,0.908842037,,,#D3D3D3
-0.558557423,0.123552711,0.908147719,,,#D3D3D3
-0.616963857,0.123876379,0.907011499,,,#D3D3D3
-0.853992844,0.124035602,0.906453641,,,#D3D3D3
0.453617869,0.124106157,0.906206672,,,#D3D3D3
0.518602468,0.124211066,0.905839712,,,#D3D3D3
1.162986144,0.124425693,0.90508993,,,#D3D3D3
0.653092789,0.124487268,0.904875063,,,#D3D3D3
0.32634853,0.124491423,0.904860569,,,#D3D3D3
0.375174043,0.12449647,0.904842962,,,#D3D3D3
1.572215051,0.124522637,0.904751689,,,#D3D3D3
0.595205257,0.124532401,0.904717637,,,#D3D3D3
0.335081599,0.124544404,0.904675783,,,#D3D3D3
0.645621718,0.124669644,0.904239279,,,#D3D3D3
0.754735579,0.12470713,0.904108715,,,#D3D3D3
0.920463845,0.124720945,0.904060606,,,#D3D3D3
-0.450717363,0.124775813,0.903869591,,,#D3D3D3
-0.303482805,0.124904497,0.903421925,,,#D3D3D3
0.367031444,0.124947827,0.903271294,,,#D3D3D3
0.576307828,0.124970953,0.903190917,,,#D3D3D3
0.285743578,0.125024522,0.903004796,,,#D3D3D3
0.604021573,0.125035998,0.902964936,,,#D3D3D3
-0.436649485,0.1251197,0.902674307,,,#D3D3D3
-0.205960435,0.125131025,0.902634998,,,#D3D3D3
-0.639374114,0.125177797,0.902472696,,,#D3D3D3
0.8769983,0.125199862,0.902396149,,,#D3D3D3
0.302542531,0.125434742,0.901582161,,,#D3D3D3
0.770712774,0.125485209,0.901407461,,,#D3D3D3
-0.714518707,0.125691062,0.900695605,,,#D3D3D3
0.634665311,0.125730659,0.900558808,,,#D3D3D3
-0.481715752,0.125977742,0.899706181,,,#D3D3D3
-0.318398266,0.125978917,0.899702128,,,#D3D3D3
0.313551467,0.125990684,0.899661565,,,#D3D3D3
1.183608183,0.126079583,0.899355236,,,#D3D3D3
-0.196518115,0.126144034,0.899133285,,,#D3D3D3
-0.293265615,0.126149366,0.899114928,,,#D3D3D3
-0.444017581,0.126277327,0.898674618,,,#D3D3D3
-0.737537752,0.126281492,0.898660297,,,#D3D3D3
0.842701491,0.126363194,0.898379404,,,#D3D3D3
-0.815500438,0.126413305,0.898207215,,,#D3D3D3
0.477080978,0.126594112,0.897586494,,,#D3D3D3
0.581634471,0.126818446,0.896817571,,,#D3D3D3
1.190751748,0.127047587,0.896033578,,,#D3D3D3
-2.477854087,0.127218422,0.895449995,,,#D3D3D3
-0.229351998,0.127226156,0.895423593,,,#D3D3D3
0.628974139,0.127256793,0.895319024,,,#D3D3D3
-1.026128288,0.127390301,0.894863636,,,#D3D3D3
1.222760711,0.127390387,0.894863341,,,#D3D3D3
-0.55718929,0.127558653,0.894290074,,,#D3D3D3
-0.301719634,0.127576255,0.894230151,,,#D3D3D3
1.242430799,0.127662365,0.893937115,,,#D3D3D3
0.377483432,0.127858954,0.893268854,,,#D3D3D3
0.30040174,0.127902734,0.893120172,,,#D3D3D3
-0.375660848,0.127999052,0.892793247,,,#D3D3D3
0.187329076,0.128057471,0.89259508,,,#D3D3D3
0.897278953,0.128247876,0.89194982,,,#D3D3D3
0.82247509,0.128277126,0.891850779,,,#D3D3D3
-0.851419165,0.128279587,0.891842447,,,#D3D3D3
-0.825718247,0.128291588,0.891801819,,,#D3D3D3
0.166119044,0.12849645,0.891108871,,,#D3D3D3
0.389402843,0.128522259,0.89102165,,,#D3D3D3
0.520178225,0.12868657,0.890466773,,,#D3D3D3
-0.282592333,0.128697728,0.890429121,,,#D3D3D3
-0.356942121,0.128928257,0.88965189,,,#D3D3D3
1.179147446,0.128960258,0.889544107,,,#D3D3D3
0.213539089,0.129261161,0.888531948,,,#D3D3D3
-0.840399703,0.129299443,0.888403346,,,#D3D3D3
1.122370866,0.129399255,0.888068222,,,#D3D3D3
-0.565252273,0.129418684,0.88800302,,,#D3D3D3
0.728427347,0.129464739,0.8878485,,,#D3D3D3
-0.569506336,0.12958392,0.887448887,,,#D3D3D3
0.533722645,0.129665564,0.887175347,,,#D3D3D3
0.24281256,0.129728815,0.886963548,,,#D3D3D3
0.274319787,0.129756946,0.886869383,,,#D3D3D3
-0.421669926,0.129757835,0.886866408,,,#D3D3D3
-0.338682921,0.129779258,0.886794715,,,#D3D3D3
0.856248819,0.129815124,0.886674707,,,#D3D3D3
0.677446898,0.130016637,0.88600107,,,#D3D3D3
0.47679818,0.130066482,0.885834608,,,#D3D3D3
-0.61777764,0.130221577,0.88531705,,,#D3D3D3
0.268742395,0.130252968,0.885212372,,,#D3D3D3
1.196557432,0.130253032,0.885212158,,,#D3D3D3
-0.454320207,0.130480414,0.884454674,,,#D3D3D3
-0.400808058,0.130483126,0.884445648,,,#D3D3D3
-0.490275092,0.130588862,0.884093862,,,#D3D3D3
0.98076843,0.130675196,0.883806841,,,#D3D3D3
0.745571028,0.130726766,0.883635481,,,#D3D3D3
-0.245214799,0.130738575,0.883596254,,,#D3D3D3
-0.573707898,0.130955349,0.882876757,,,#D3D3D3
0.566663664,0.130982806,0.882785711,,,#D3D3D3
0.265660098,0.13102966,0.882630385,,,#D3D3D3
0.77810394,0.131084387,0.882449031,,,#D3D3D3
0.606761742,0.131087044,0.882440229,,,#D3D3D3
0.41305493,0.131116145,0.88234383,,,#D3D3D3
1.361106544,0.131123988,0.882317849,,,#D3D3D3
-0.28082469,0.13132382,0.881656492,,,#D3D3D3
0.381614376,0.131330898,0.881633086,,,#D3D3D3
1.510259536,0.131336275,0.881615304,,,#D3D3D3
-0.818320965,0.13142315,0.881328128,,,#D3D3D3
0.264487912,0.131450086,0.881239125,,,#D3D3D3
0.744709974,0.13147498,0.881156888,,,#D3D3D3
-0.684727964,0.131595721,0.880758233,,,#D3D3D3
0.874555119,0.131647117,0.880588649,,,#D3D3D3
-0.507808431,0.131660709,0.880543809,,,#D3D3D3
-0.745083151,0.131771755,0.88017767,,,#D3D3D3
0.465133979,0.131788035,0.880124017,,,#D3D3D3
-0.371213703,0.131869714,0.879854937,,,#D3D3D3
-0.616330737,0.131973804,0.879512264,,,#D3D3D3
-0.680505827,0.132054274,0.879247539,,,#D3D3D3
-0.694740089,0.13215785,0.878907036,,,#D3D3D3
0.592780862,0.13229129,0.878468748,,,#D3D3D3
-1.821235808,0.132497686,0.877791706,,,#D3D3D3
-0.228861195,0.132594383,0.877474874,,,#D3D3D3
0.371913703,0.132620663,0.877388806,,,#D3D3D3
-0.693233815,0.132627388,0.877366784,,,#D3D3D3
-1.061155636,0.132645289,0.877308171,,,#D3D3D3
0.417748211,0.132757045,0.876942423,,,#D3D3D3
-0.60216657,0.13276256,0.876924382,,,#D3D3D3
-0.385328724,0.132772297,0.876892533,,,#D3D3D3
-0.504538504,0.132811227,0.876765213,,,#D3D3D3
-0.179903637,0.132841886,0.876664968,,,#D3D3D3
0.648605369,0.133050592,0.875983188,,,#D3D3D3
-0.301099386,0.133153221,0.875648324,,,#D3D3D3
0.59458645,0.133186303,0.875540437,,,#D3D3D3
1.001569932,0.133195035,0.875511964,,,#D3D3D3
-0.664002116,0.133359313,0.874976649,,,#D3D3D3
1.133831864,0.133432715,0.874737678,,,#D3D3D3
-0.844120684,0.133471771,0.874610577,,,#D3D3D3
0.38480091,0.133480311,0.87458279,,,#D3D3D3
1.407749964,0.133649722,0.874031941,,,#D3D3D3
0.932752973,0.133664876,0.873982701,,,#D3D3D3
1.267142066,0.133773792,0.873628961,,,#D3D3D3
0.398979568,0.133791274,0.873572211,,,#D3D3D3
0.715041639,0.133824349,0.87346486,,,#D3D3D3
-0.42719813,0.133857593,0.873356989,,,#D3D3D3
-0.307182041,0.133946674,0.873068066,,,#D3D3D3
-0.453390148,0.133971734,0.872986823,,,#D3D3D3
-0.55395549,0.133993812,0.872915259,,,#D3D3D3
0.224811453,0.13401234,0.872855211,,,#D3D3D3
-0.254729489,0.134038115,0.872771688,,,#D3D3D3
-0.683355928,0.134091336,0.872599282,,,#D3D3D3
0.711074939,0.134101679,0.872565785,,,#D3D3D3
0.698175029,0.134103929,0.872558498,,,#D3D3D3
0.526028108,0.13416405,0.872363841,,,#D3D3D3
0.401938818,0.134244469,0.8721036,,,#D3D3D3
0.619499187,0.134248535,0.872090445,,,#D3D3D3
0.627441061,0.134291401,0.871951796,,,#D3D3D3
-0.594732242,0.134305778,0.871905303,,,#D3D3D3
0.25431735,0.134320896,0.871856421,,,#D3D3D3
0.687606393,0.134361598,0.871724839,,,#D3D3D3
-0.95987873,0.134372672,0.871689048,,,#D3D3D3
0.823590433,0.134544435,0.871134261,,,#D3D3D3
-0.712615162,0.134572249,0.87104449,,,#D3D3D3
0.736283504,0.134579061,0.871022508,,,#D3D3D3
0.791075177,0.134998523,0.869670982,,,#D3D3D3
0.826021264,0.135000569,0.869664402,,,#D3D3D3
1.267932368,0.135088634,0.869381189,,,#D3D3D3
0.278286579,0.135109624,0.869313714,,,#D3D3D3
0.518111112,0.135117826,0.869287352,,,#D3D3D3
0.520829156,0.135273881,0.86878605,,,#D3D3D3
0.430635418,0.135312992,0.868660503,,,#D3D3D3
0.339321964,0.135597465,0.86774843,,,#D3D3D3
