"","ROI_Name","X_position","Y_position","type","SegmentType","Gene","Expression"
"214","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","TYROBP",-0.68548837953969
"215","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","TYROBP",-1.44914343461156
"216","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","TYROBP",0.0781666755321822
"217","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","CD68",1.48121799548488
"218","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","CD68",1.42339891633832
"219","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","CD68",-0.616573125146175
"220","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","CD68",1.14671004761292
"221","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","CD68",0.64645079881569
"222","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","CD68",0.903412222372472
"223","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","CD68",2.04799403504788
"224","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","CD68",1.51867911494023
"225","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","CD68",1.21475825755988
"226","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","CD68",0.131430913385803
"227","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","CD68",0.195890425151232
"228","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","CD68",0.0569506534417049
"229","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","CD68",-2.14398365047189
"230","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","CD68",-0.812911516563062
"231","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","CD68",-0.551194170631845
"232","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","CD68",-0.17922510330454
"233","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","CD68",-0.834560517750208
"234","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","CD68",-0.932030012383655
"235","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","CD68",-0.17922510330454
"236","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","CD68",-0.227148928049703
"237","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","CD68",-0.777253479664798
"238","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","CD68",-0.684621335093134
"239","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","CD68",-0.988542192473479
"240","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","CD68",-0.508990659182718
"241","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","CD68",0.16689926552493
"242","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","CD68",-0.508990659182718
"243","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","CD68",-0.988542192473479
"244","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","P2RY12",0.355605077287193
"245","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","P2RY12",0.893736663188251
"246","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","P2RY12",1.47204813377095
"247","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","P2RY12",0.57546889431986
"248","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","P2RY12",1.30405518148474
"249","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","P2RY12",1.37040628819
"250","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","P2RY12",1.52656272787902
"251","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","P2RY12",0.992140615023974
"252","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","P2RY12",0.992140615023974
"253","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","P2RY12",0.553858002363382
"254","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","P2RY12",0.304660676738446
"255","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","P2RY12",0.293582628175209
"256","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","P2RY12",-0.893068613306302
"257","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","P2RY12",-1.471380083889
"258","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","P2RY12",-1.62165490047118
"259","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","P2RY12",-1.30338713160279
"260","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","P2RY12",-0.330176661359243
"261","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","P2RY12",-0.434396597230251
"262","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","P2RY12",-0.505211843987425
"263","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","P2RY12",-0.241597948713789
"264","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","P2RY12",-0.712283722519882
"265","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","P2RY12",-1.21133638217469
"266","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","P2RY12",-0.314757142723604
"267","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","P2RY12",0.0955613755728849
"268","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","P2RY12",0.673872846155583
"269","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","P2RY12",-0.482750095009814
"270","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","P2RY12",-1.88169860218549
"271","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","C1QB",1.07299117732104
"272","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","C1QB",1.25685236184366
"273","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","C1QB",0.77267961313471
"274","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","C1QB",1.09804043063706
"275","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","C1QB",1.47338123613046
"276","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","C1QB",1.3764611774662
"277","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","C1QB",1.34723851825701
"278","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","C1QB",1.36748494625749
"279","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","C1QB",1.54643715651972
"280","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","C1QB",0.170665174862893
"281","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","C1QB",0.381425187566158
"282","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","C1QB",0.0655973647000942
"283","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","C1QB",-0.696349053041523
"284","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","C1QB",-0.618493392680731
"285","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","C1QB",-1.14200332053303
"286","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","C1QB",-0.932406517057939
"287","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","C1QB",-0.936745052862366
"288","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","C1QB",-0.685614178121713
"289","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","C1QB",-0.621165631557649
"290","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","C1QB",-0.911454912377666
"291","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","C1QB",-0.832717256407833
"292","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","C1QB",-1.01657844093045
"293","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","C1QB",-0.281339378762878
"294","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","C1QB",-0.011122101822262
"295","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","C1QB",-1.45804877575042
"296","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","C1QB",-0.978234695334704
"297","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","C1QB",-0.806981637455354
"298","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","C1QC",1.22400989812307
"299","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","C1QC",1.16145217025115
"300","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","C1QC",1.16145217025115
"301","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","C1QC",0.852772307434893
"302","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","C1QC",1.41047758127299
"303","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","C1QC",1.15818299900127
"304","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","C1QC",1.03923999058481
"305","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","C1QC",1.34791985340107
"306","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","C1QC",1.4403048071702
"307","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","C1QC",0.280982980906639
"308","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","C1QC",0.594484360699991
"309","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","C1QC",0.291240307912932
"310","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","C1QC",-0.883995119401065
"311","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","C1QC",-0.689483337331714
"312","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","C1QC",-0.986121947701288
"313","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","C1QC",-1.01342821416251
"314","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","C1QC",-0.915778568680241
"315","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","C1QC",-0.524988711278095
"316","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","C1QC",-0.376806320988203
"317","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","C1QC",-0.378697654967323
"318","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","C1QC",-0.672953927046196
"319","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","C1QC",-1.7721633830332
"320","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","C1QC",0.180898952849891
"321","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","C1QC",-1.27701583706702
"322","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","C1QC",-0.883995119401065
"323","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","C1QC",-0.883995119401065
"324","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","C1QC",-0.883995119401065
"325","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","CD74",0.912519329695763
"326","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","CD74",1.1890909543017
"327","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","CD74",1.01019928533446
"328","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","CD74",1.17157824431388
"329","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","CD74",1.30804252151361
"330","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","CD74",1.3809968802722
"331","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","CD74",1.0925355020096
"332","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","CD74",1.28263463657276
"333","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","CD74",1.45206531987683
"334","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","CD74",0.576258563853475
"335","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","CD74",0.66254433115839
"336","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","CD74",0.468035073275308
"337","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","CD74",-1.14826616428416
"338","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","CD74",-0.90968535408057
"339","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","CD74",-0.812005398441873
"340","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","CD74",-0.475744632599585
"341","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","CD74",-0.751820992281239
"342","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","CD74",-0.881570082256329
"343","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","CD74",-1.09798888677437
"344","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","CD74",-1.02668481111443
"345","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","CD74",-0.866026795589063
"346","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","CD74",-1.33332381772266
"347","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","CD74",-0.573424588238282
"348","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","CD74",-0.90968535408057
"349","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","CD74",0.00141698780759635
"350","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","CD74",-0.90968535408057
"351","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","CD74",-0.812005398441873
"352","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","APOD",-0.649241138092281
"353","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","APOD",0.194368750587684
"354","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","APOD",-0.712229724771681
"355","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","APOD",1.88851379099721
"356","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","APOD",-0.0689878697821989
"357","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","APOD",-0.41366061353336
"358","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","APOD",1.93876190469436
"359","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","APOD",1.39953633718537
"360","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","APOD",-0.0294125541953846
"361","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","APOD",-0.461235747881974
"362","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","APOD",-0.555351709083982
"363","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","APOD",-0.802373127516795
"364","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","APOD",0.397776821400131
"365","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","APOD",-0.821321943963918
"366","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","APOD",-0.00599928310279837
"367","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","APOD",-0.278107174756683
"368","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","APOD",-1.3935753935122
"369","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","APOD",-1.03134851085337
"370","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","APOD",-1.52117307471845
"371","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","APOD",-1.01801545429863
"372","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","APOD",-0.635852194140847
"373","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","APOD",1.44868000682017
"374","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","APOD",1.27173315559216
"375","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","APOD",0.941626893057658
"376","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","APOD",1.39953633718537
"377","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","APOD",-0.0689878697821989
"378","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","APOD",-0.41366061353336
"379","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","GLUL",-1.10814510892865
"380","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","GLUL",0.266769162554283
"381","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","GLUL",-0.548862761358231
"382","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","GLUL",0.266769162554281
"383","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","GLUL",-0.135110314677099
"384","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","GLUL",-0.363120084073982
"385","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","GLUL",-0.395883676943069
"386","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","GLUL",0.741081367381224
"387","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","GLUL",0.935041688629899
"388","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","GLUL",-1.02334409329235
"389","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","GLUL",-1.1456307441694
"390","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","GLUL",-1.44106798531131
"391","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","GLUL",-1.76572943473937
"392","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","GLUL",0.188192847675914
"393","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","GLUL",-0.749480136092545
"394","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","GLUL",-0.477586512806788
"395","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","GLUL",-0.902270763861587
"396","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","GLUL",-0.822557591450861
"397","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","GLUL",-0.548862761358232
"398","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","GLUL",0.38136645562148
"399","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","GLUL",0.610840178736878
"400","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","GLUL",1.70884986699012
"401","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","GLUL",1.82366593360644
"402","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","GLUL",0.769726012463989
"403","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","GLUL",0.769726012463991
"404","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","GLUL",1.68260481918388
"405","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","GLUL",1.28301846120111
"406","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","CPE",-2.6595799389199
"407","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","CPE",-0.270177277872015
"408","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","CPE",-0.120671837260989
"409","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","CPE",-1.28525180289924
"410","Cx. II/III, 008, Iba1+",17781,32538,"Cortical layer II/III - Iba1+","Iba1+","CPE",-0.295922982797327
"411","Cx. V, 033, Iba1+",14266,22500,"Cortical layer V - Iba1+","Iba1+","CPE",-0.227807809563344
"412","Hipp. CA1, 021, Iba1+",19727,22092,"Hippocampus CA1 - Iba1+","Iba1+","CPE",-0.114069611533743
"413","Cx. II/III, 032, Iba1+",12988,25768,"Cortical layer II/III - Iba1+","Iba1+","CPE",0.689423000701999
"414","Cx. II/III, 036, Iba1+",11922,23565,"Cortical layer II/III - Iba1+","Iba1+","CPE",0.689423000701999
"415","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","CPE",0.640266144694447
"416","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","CPE",0.107890435203016
"417","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","CPE",-0.150228484361226
"418","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","CPE",-1.17542407886289
"419","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","CPE",-1.00178927800341
"420","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","CPE",-0.34816551038303
"421","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","CPE",-0.684905135318656
"422","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","CPE",-0.690697184129902
"423","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","CPE",-0.48817658207358
"424","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","CPE",0.375899764929898
"425","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","CPE",0.0606061665620597
"426","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","CPE",-0.301522164076772
"427","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","CPE",1.48484207765653
"428","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","CPE",2.32993972982992
"429","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","CPE",0.425815958057036
"430","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","CPE",0.345499377816361
"431","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","CPE",1.67046088779047
"432","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","CPE",0.994323134112289
"433","Hipp. CA1, 019, Iba1+",16563,16483,"Hippocampus CA1 - Iba1+","Iba1+","GJA1",-0.777872389794812
"434","Cx. V, 007, Iba1+",15150,24659,"Cortical layer V - Iba1+","Iba1+","GJA1",-0.0798822107681328
"435","Hipp. CA1, 017, Iba1+",17683,20128,"Hippocampus CA1 - Iba1+","Iba1+","GJA1",-1.23297849543063
"436","Cx. V, 009, Iba1+",19978,31299,"Cortical layer V - Iba1+","Iba1+","GJA1",-1.26696073171309
