"","ROI_Name","X_position","Y_position","type","SegmentType","Gene","Expression"
"218","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","UCHL1",-0.403007328470499
"219","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","UCHL1",-0.626336831861211
"220","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","UCHL1",-0.593136319837412
"221","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","UCHL1",-0.54958670923778
"222","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","UCHL1",-0.692588711183154
"223","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","UCHL1",-0.92602866383975
"224","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","UCHL1",-0.170317334748004
"225","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","UCHL1",-0.218417353065155
"226","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","UCHL1",-0.0654243271891411
"227","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","UCHL1",-0.154861181815775
"228","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","UCHL1",-1.07535190251705
"229","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","UCHL1",-1.10462385545769
"230","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","UCHL1",-0.770427084333983
"231","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","UCHL1",-0.595252693290532
"232","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","UCHL1",-1.02927810014591
"233","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","UCHL1",-0.770427084333983
"234","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","UCHL1",-0.43651387025134
"235","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","SNAP25",1.43642204067
"236","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","SNAP25",1.42774271654134
"237","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","SNAP25",1.3079731439866
"238","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","SNAP25",1.22696067577277
"239","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","SNAP25",1.24974468215558
"240","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","SNAP25",1.08274450363902
"241","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","SNAP25",1.54984761886531
"242","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","SNAP25",1.61472401783379
"243","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","SNAP25",1.68333977589808
"244","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","SNAP25",1.32703198689463
"245","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","SNAP25",1.59489556982795
"246","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","SNAP25",1.47567055203385
"247","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","SNAP25",-0.852628089272693
"248","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","SNAP25",-0.447934593414721
"249","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","SNAP25",-0.747785158546672
"250","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","SNAP25",-0.0430080749188853
"251","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","SNAP25",-0.712903331400599
"252","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","SNAP25",-0.570039495738693
"253","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","SNAP25",-0.981018341651943
"254","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","SNAP25",-0.36299357410528
"255","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","SNAP25",-0.869242817875259
"256","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","SNAP25",-0.0324771450787704
"257","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","SNAP25",-0.498129664105594
"258","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","SNAP25",-0.58609552898731
"259","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","SNAP25",-0.421006791978732
"260","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","SNAP25",-0.532590112967332
"261","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","SNAP25",-0.507629876370374
"262","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","SNAP25",-0.627076936250434
"263","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","SNAP25",-0.293908547335763
"264","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","SNAP25",-0.130699132437869
"265","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","SNAP25",-0.340302558421467
"266","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","SNAP25",-0.45325543415921
"267","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","SNAP25",-1.36356172674795
"268","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","SNAP25",-1.18634722091834
"269","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","SNAP25",-0.788766565809794
"270","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","SNAP25",-0.669319505929736
"271","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","SNAP25",-1.18368937847443
"272","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","SNAP25",-0.820326006138231
"273","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","SNAP25",-0.95436167508286
"274","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","RTN3",1.24176731596127
"275","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","RTN3",1.44761444909934
"276","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","RTN3",1.57861257411612
"277","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","RTN3",1.22302722234542
"278","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","RTN3",1.33904028025133
"279","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","RTN3",1.20375788618937
"280","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","RTN3",1.50777821422549
"281","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","RTN3",1.66635520002149
"282","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","RTN3",1.63806438993118
"283","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","RTN3",1.37857674520678
"284","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","RTN3",1.51944084156942
"285","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","RTN3",1.3675119958827
"286","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","RTN3",-1.01893050504889
"287","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","RTN3",-0.304736641869201
"288","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","RTN3",-0.331389792849113
"289","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","RTN3",-0.218490336452841
"290","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","RTN3",-0.473198740174555
"291","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","RTN3",-0.566059015368144
"292","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","RTN3",-1.10579549130411
"293","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","RTN3",-0.365466046903333
"294","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","RTN3",-0.698902466487512
"295","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","RTN3",-0.550130543771258
"296","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","RTN3",-0.590310845209324
"297","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","RTN3",-0.209239852333556
"298","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","RTN3",-1.01893050504889
"299","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","RTN3",-0.801099480515716
"300","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","RTN3",-0.449790495532561
"301","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","RTN3",-0.652924001623363
"302","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","RTN3",-0.642626016105522
"303","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","RTN3",-0.473198740174556
"304","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","RTN3",-0.718592642076612
"305","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","RTN3",-0.901818400014125
"306","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","RTN3",-0.916658022678903
"307","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","RTN3",-1.0625864446772
"308","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","RTN3",-1.01893050504889
"309","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","RTN3",-0.773536603146836
"310","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","RTN3",-1.01893050504889
"311","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","RTN3",-0.143278584388941
"312","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","RTN3",-0.0859958909470558
"313","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","ALDOA",1.16193285184598
"314","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","ALDOA",1.43349313329067
"315","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","ALDOA",1.51320202190917
"316","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","ALDOA",1.24085738150753
"317","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","ALDOA",1.22949300265901
"318","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","ALDOA",1.10604531419737
"319","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","ALDOA",1.59543772430452
"320","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","ALDOA",1.71195828582644
"321","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","ALDOA",1.76904358369541
"322","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","ALDOA",1.61576873278728
"323","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","ALDOA",1.5304225900924
"324","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","ALDOA",1.25339669182987
"325","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","ALDOA",-1.47008159077471
"326","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","ALDOA",-0.866575515370492
"327","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","ALDOA",-0.220107464231181
"328","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","ALDOA",-0.594816563612923
"329","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","ALDOA",-0.713031165086517
"330","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","ALDOA",-0.664762279881333
"331","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","ALDOA",-0.713031165086517
"332","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","ALDOA",-0.840010144296351
"333","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","ALDOA",-0.720778422195658
"334","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","ALDOA",-0.230336940057154
"335","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","ALDOA",-0.470900019734053
"336","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","ALDOA",-0.549723642452446
"337","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","ALDOA",-0.646803322498341
"338","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","ALDOA",-0.561188805892647
"339","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","ALDOA",-0.674811763889132
"340","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","ALDOA",-0.431509040978854
"341","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","ALDOA",-0.598505331693288
"342","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","ALDOA",-0.330689838780066
"343","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","ALDOA",-0.52030777644115
"344","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","ALDOA",-0.563943077682545
"345","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","ALDOA",-1.13996448224392
"346","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","ALDOA",-1.02022667367783
"347","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","ALDOA",-0.347086443441016
"348","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","ALDOA",-0.713031165086518
"349","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","ALDOA",-0.713031165086518
"350","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","ALDOA",-0.25098095016156
"351","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","ALDOA",-0.594816563612923
"352","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","TUBA4A",1.38729039689676
"353","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","TUBA4A",1.6889483936858
"354","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","TUBA4A",1.3940783455203
"355","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","TUBA4A",1.3996696542675
"356","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","TUBA4A",1.11406377127069
"357","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","TUBA4A",1.18584598230537
"358","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","TUBA4A",0.993783787763979
"359","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","TUBA4A",1.6134979233108
"360","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","TUBA4A",1.72900208764174
"361","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","TUBA4A",1.45151733314746
"362","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","TUBA4A",1.53623050017841
"363","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","TUBA4A",1.37264204003385
"364","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","TUBA4A",-0.525929690724871
"365","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","TUBA4A",-1.48264222982369
"366","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","TUBA4A",-0.175083625455052
"367","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","TUBA4A",-0.291319673680463
"368","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","TUBA4A",-0.658356876005337
"369","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","TUBA4A",-0.427705125247288
"370","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","TUBA4A",-0.404108489335343
"371","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","TUBA4A",-0.658356876005337
"372","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","TUBA4A",-0.60821743488518
"373","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","TUBA4A",-0.417172539756651
"374","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","TUBA4A",-0.729158131460316
"375","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","TUBA4A",-0.291319673680463
"376","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","TUBA4A",-0.508535758210398
"377","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","TUBA4A",-0.194564883816114
"378","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","TUBA4A",-0.397959177821406
"379","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","TUBA4A",-0.291319673680463
"380","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","TUBA4A",-0.477609679025484
"381","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","TUBA4A",-0.318742983703067
"382","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","TUBA4A",-0.365575987439293
"383","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","TUBA4A",-0.572762694461097
"384","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","TUBA4A",-0.552867606857467
"385","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","TUBA4A",-1.07960447183507
"386","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","TUBA4A",-1.14302833752142
"387","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","TUBA4A",-0.865543583027141
"388","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","TUBA4A",-1.14302833752142
"389","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","TUBA4A",-1.14302833752142
"390","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","TUBA4A",-1.14302833752142
"391","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","ATP6V0C",1.28123405479177
"392","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","ATP6V0C",1.22210456103471
"393","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","ATP6V0C",1.1584511813136
"394","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","ATP6V0C",1.27876640498685
"395","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","ATP6V0C",1.15780478053422
"396","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","ATP6V0C",1.25574006494466
"397","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","ATP6V0C",1.54305117726556
"398","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","ATP6V0C",1.91393811193071
"399","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","ATP6V0C",1.69828093026582
"400","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","ATP6V0C",1.58637799277995
"401","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","ATP6V0C",1.41198049454743
"402","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","ATP6V0C",1.38843612519363
"403","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","ATP6V0C",-1.00499981812143
"404","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","ATP6V0C",-1.55083868194374
"405","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","ATP6V0C",-0.697902652270873
"406","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","ATP6V0C",-0.742008120547826
"407","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","ATP6V0C",-0.262001076419371
"408","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","ATP6V0C",-0.384494740065363
"409","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","ATP6V0C",-0.5176529334365
"410","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","ATP6V0C",-0.588845017182948
"411","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","ATP6V0C",-0.472915218167523
"412","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","ATP6V0C",-0.502272363546371
"413","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","ATP6V0C",-1.26500545850876
"414","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","ATP6V0C",-0.5176529334365
"415","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","ATP6V0C",-0.493852238742458
"416","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","ATP6V0C",-0.426424864944855
"417","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","ATP6V0C",-0.615931632652443
"418","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","ATP6V0C",-0.5176529334365
"419","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","ATP6V0C",-0.33590799824241
"420","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","ATP6V0C",-0.204245021230989
"421","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","ATP6V0C",-0.148589657961251
"422","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","ATP6V0C",-0.294447955941466
"423","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","ATP6V0C",-0.757631357904024
"424","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","ATP6V0C",-0.941225847893782
"425","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","ATP6V0C",-1.00499981812143
"426","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","ATP6V0C",-0.490078244665968
"427","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","ATP6V0C",-1.20935009523902
"428","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","ATP6V0C",-0.564744458899735
"429","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","ATP6V0C",-0.384494740065363
"430","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","ATP1B1",1.15251275694465
"431","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","ATP1B1",1.07405432668222
"432","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","ATP1B1",0.990310069680951
